Category,Product Code,EAN Code,Product Name,Product Size,RRP,Price,VAT,Stock Service,Brand,Description,On Promo
Catering Dry Goods,603943,5000243895307	,NESCAFE COFFEE GRANULES,6 x 750grm,NA,£120.25,0.0%,In Stock,Nescafé,Find out more about our products at https://www.nestleprofessional.co.uk/Or follow us on Facebook https://www.facebook.com/NestleProfessionalUK/YouTube https://www.youtube.com/c/nestleprofessionalukTwitter https://twitter.com/nestleproukInstagram https://www.instagram.com/nestleprouk/,No
"Biscuits, Bread & Cakes",208843,72417140969	,LYONS COCONUT DELIGHTS,12 x 250grm,£1.29,£11.49,0.0%,In Stock,SHS Distributors,Lyons' 12 Coconut Mallow Cakes 250g,No
Catering Dry Goods,653511,110033000146	,MAXWELL HOUSE R/BLND COFFEE GRANULE,6 x 750grm,NA,£83.94,0.0%,In Stock,Jacobs Douwe Egbert Profession,Nutritional information: Maxwell House is made from 100% natural coffee beans and without any additives. A cup of  this rich coffee can contribute to your daily fluid intake.,No
Catering Dry Goods,653500,105577490	,MAXWELL HOUSE COFFEE POWDER,6 x 750grm,NA,£83.94,0.0%,In Stock,Jacobs Douwe Egbert Profession,Maxwell House Mild Instant Coffee Tin 750g,No
"Biscuits, Bread & Cakes",916199,7622201500061	,LU PETTIE LEMON,7X140GRM,£1.49,£7.99,0.0%,In Stock,Kraft Foods UK Ltd,BeTreatwise.netCharter HarmonySustainable,No
"Biscuits, Bread & Cakes",916196,7622201499617	,LU PETTIE BISCOTTE,10 x 200grm,£1.49,£11.49,0.0%,In Stock,Kraft Foods UK Ltd,BeTreatwise.net,No
"Biscuits, Bread & Cakes",687361,7622300160692	,OREO SNACK PACK,20X66GRM,£0.59,£7.99,0.0%,In Stock,Oreo,Cocoa Lifewww.cocoalife.org,No
"Biscuits, Bread & Cakes",916197,7622201503635	,LU PETTIE CHOCOLATE,14X150GRM,£1.49,£13.49,20.0%,In Stock,Kraft Foods UK Ltd,BeTreatwise.netCharter HarmonySustainable,No
"Biscuits, Bread & Cakes",915445,7622201494421	,CADBURY MINT FINGERS,20X114KGM,£1.00,£13.29,20.0%,In Stock,Kraft Foods UK Ltd,BeTreatwise.net,No
"Biscuits, Bread & Cakes",775521,7622201449810	,CADBURY ORANGE FINGERS,20X114GRM,£1.00,£13.29,20.0%,In Stock,Kraft Foods UK Ltd,BeTreatwise.net,No
"Biscuits, Bread & Cakes",741796,5000168208503	,MCV DARK CHOC DIGESTIVES2PK,6X632GRM,£2.29,£8.79,20.0%,In Stock,United Biscuits,Big Value Family Pack**when compared to the RRP of a 266ge single packwww.123healthybalance.com,No
