Category,Product Code,EAN Code,Product Name,Product Size,RRP,Price,VAT,Stock Service,Brand,Description,On Promo
"Confectionery, Crisps & Snacks",310399,5010478542518	,SWIZZELS RAINBOW DROPS,60X10GRM,£0.10,£3.39,20.0%,In Stock,Swizzels,Get in touch swizzels.com/wecareFacebook is not available to under 13s,No
"Confectionery, Crisps & Snacks",784914,80941828	,TIC TAC COKE,24 x 18grm,£0.69,£8.49,20.0%,In Stock,Ferrero Uk Ltd,For more information visit: www.tictac.com and check out our Instagram! @tictac.uk,No
"Confectionery, Crisps & Snacks",550206,80310839	,TIC TAC LIME ORANGE T24,24 x 18grm,£0.69,£8.49,20.0%,In Stock,Tic Tac,Tic Tac Lime & Orange 18g,No
"Confectionery, Crisps & Snacks",550198,80052043	,TIC TAC MINT T24,24 x 18grm,£0.69,£8.49,20.0%,In Stock,Tic Tac,For more information visit: www.tictac.com and check out our Instagram! @tictac.uk,No
"Confectionery, Crisps & Snacks",555069,5000159504706	,MALTESER TEASER 60P,24 x 35grm,£0.60,£9.29,20.0%,In Stock,Mars Wrigley DAP UK Ltd,Maltesers Teasers Chocolate £0.60 PMP Bar 35g,No
"Confectionery, Crisps & Snacks",915440,7622201637194	,SOUR PATCH 1.00,10X120GRM,£1.00,£5.49,20.0%,In Stock,Kraft Foods UK Ltd,BeTreatwise.net,No
"Confectionery, Crisps & Snacks",322660,7622300743703	,CADBURY DAIRY MILK CARAMEL BAR,48 x 45grm,£0.79,£21.99,20.0%,In Stock,Cadbury,BeTreatwise.netCocoa LifePartnering with Fairtrade Foundationwww.cocoalife.org,No
"Confectionery, Crisps & Snacks",494831,5010478850415	,REFRESHER SOUR APPLE 10PBAR,60 x 18grm,£0.10,£3.39,20.0%,In Stock,Swizzels Matlow,Swizzels Refreshers Sour Apple Flavour,No
"Confectionery, Crisps & Snacks",916213,8445290019554	,FRUIT GUMS VEGAN 1.00,10X120GRM,£1.00,£5.29,20.0%,In Stock,Nestle UK Ltd,NA,No
"Confectionery, Crisps & Snacks",916211,8445290094209	,ROWNTREE MIXED VEG 1.00,10X120GRM,£1.00,£5.29,20.0%,In Stock,Nestle UK Ltd,NA,No
"Confectionery, Crisps & Snacks",788164,7622210436962	,MAYNARDS WINEGUMS,12 x 165grm,£1.29,£8.99,20.0%,In Stock,Kraft Foods UK Ltd,Maynards Bassetts Wine Gums Sweets Bag 165g,No
"Confectionery, Crisps & Snacks",760945,5010511478750	,BARRATT WHAM SOFTIES 1.0#,12 x 120grm,£1.00,£6.39,20.0%,In Stock,Rob Roberts NI Ltd,Barratt Whamtastics 120g,No
