Category,Product Code,EAN Code,Product Name,Product Size,RRP,Price,VAT,Stock Service,Brand,Description,On Promo
"Health, Beauty & Baby",799149,7322541048918	,BODYFORM ULTRA NORMAL 1.49,12X12PK,£1.49,£11.99,0.0%,In Stock,SCA Hygiene Ltd,NA,No
Professional Cleaning & Hygiene,181845,5011581021846	,LE CUBE PEDAL BIN LINERS,1 x 300pce,NA,£7.69,20.0%,In Stock,Le Cube,NA,No
Alcohol & Tobacco,153005,85200000296	,SUTTER HOME WHITE ZINFANDEL,1 x 750mls,£7.89,£4.59,20.0%,In Stock,Dillon Bass Ltd,NA,No
Alcohol & Tobacco,153004,85200000296	,SUTTER HOME WHITE ZINFANDEL,12 x 750mls,£7.89,£54.99,20.0%,In Stock,Dillon Bass Ltd,NA,No
Fresh & Chilled Goods,778881,5018222002448	,MILLAR MOO ICED CAFFE LATTE,12 x 500mls,£1.65,£12.49,0.0%,In Stock,Clarke Millar Foods,NA,No
Fresh & Chilled Goods,778877,5018222002363	,M/MOO CHOCOLATE FLAVOURED MILK,1 x 500mls,£1.45,£0.95,0.0%,In Stock,Clarke Millar Foods,NA,No
Retail Grocery,641864,5010029000016	,WEETABIX CEREAL 24 PACK,12 x 430grm,£2.99,£27.99,0.0%,In Stock,Weetabix,Weetabix Cereal 24 Pack,No
Professional Cleaning & Hygiene,496404,4084500299153	,LENOR LAVENDAR BREEZE,1 x 4ltr,£10.25,£7.49,20.0%,In Stock,Galgorm Chemicals Ltd,Lenor Professional Fabric Conditioner Lavender Breeze  4L 200 Washes,No
Professional Cleaning & Hygiene,496211,4084500299047	,LENOR SUMMER BREEZE,1 x 4ltr,NA,£7.49,20.0%,In Stock,Galgorm Chemicals Ltd,Lenor Professional Fabric Conditioner Summer Breeze 4L 200 Washes,No
"Confectionery, Crisps & Snacks",763518,42070719	,EXTRA COOL BREEZE,30 x 10pce,£0.59,£7.49,20.0%,In Stock,Wrigley's,A varied and balanced diet and a healthy lifestyle are important.,No
Fresh & Chilled Goods,794512,5099839697357	,MUSGRAVE EXCELLENCE SEMIDRIED TOMS,4 x 1kgm,NA,£23.45,0.0%,In Stock,Musgrave Foodservice Ltd,Musgrave Excellence Semi-Dried Tomatoes 1.1kg,No
Fresh & Chilled Goods,140708,5391505391508	,MCCAUGHEY ROAST CHICKEN STRIPS,2 x 2.5kgm,NA,£54.39,0.0%,In Stock,McCaughey Foods,Roast Chicken Strips 2.5kg,No
"Confectionery, Crisps & Snacks",763517,42070719	,EXTRA COOL BREEZE,1080X10PCE,£0.59,£269.37,20.0%,In Stock,Wrigley's,A varied and balanced diet and a healthy lifestyle are important.,No
"Confectionery, Crisps & Snacks",761726,40099361	,EXTRA PEPPERMINT GUM,30 x 10pce,£0.59,£7.49,20.0%,In Stock,Wrigley's,A varied and balanced diet and a healthy lifestyle are important.,No
"Confectionery, Crisps & Snacks",762685,42211464	,EXTRA ICE PEPPERMINT S/F,30 x 10pce,£0.55,£8.39,20.0%,In Stock,Wrigley's,A varied and balanced diet and a healthy lifestyle are important.,No
"Confectionery, Crisps & Snacks",762684,42211464	,EXTRA ICE PEPPERMINT S/F,1080X10PCE,£0.55,£291.84,20.0%,In Stock,Wrigley's,A varied and balanced diet and a healthy lifestyle are important.,No
"Confectionery, Crisps & Snacks",775398,4009900535892	,EXTRA SPEARMINT REFRESHER BOTTLE,72X30PCE,£2.00,£83.63,20.0%,In Stock,Mars Wrigley DAP UK Ltd,A varied and balanced diet and a healthy lifestyle are important.,No
Soft Drinks,915858,5054267012004	,LUCOZADE ORANGE 1.80,12 x 750mls,£1.80,£13.49,20.0%,In Stock,Suntory GB Ltd,Lucozade Sport Drink Orange 750ml PMP £1.80,No
"Confectionery, Crisps & Snacks",775396,4009900535861	,EXTRA PEPPERMINT REFRESHERS BOTTLE,72X30PCE,£2.00,£83.63,20.0%,In Stock,Mars Wrigley DAP UK Ltd,A varied and balanced diet and a healthy lifestyle are important.,No
"Confectionery, Crisps & Snacks",764504,4009900534437	,EXTRA SPEARMINT REFRESHERS,16X15.GRM,£0.69,£4.49,20.0%,In Stock,Mars Wrigley DAP UK Ltd,A varied and balanced diet and a healthy lifestyle are important.,No
"Confectionery, Crisps & Snacks",764503,NA	,EXTRA PEPPERMINT REFRESHERS,16X15.GRM,£0.69,£4.49,20.0%,In Stock,Mars Wrigley DAP UK Ltd,A varied and balanced diet and a healthy lifestyle are important.,No
"Confectionery, Crisps & Snacks",763888,4009900534420	,EXTRA SPEARMINT REFRESHERS,384X15.GRM,£0.69,£107.68,20.0%,In Stock,Mars Wrigley DAP UK Ltd,A varied and balanced diet and a healthy lifestyle are important.,No
"Confectionery, Crisps & Snacks",764501,NA	,EXTRA BUBBLEMINT REFRESHERS,16X15.GRM,£0.69,£4.49,20.0%,In Stock,Mars Wrigley DAP UK Ltd,A varied and balanced diet and a healthy lifestyle are important.,No
Fresh & Chilled Goods,761877,5057624242434	,DENNY DELI CRMB HAM,12 x 90grm,£1.79,£16.99,0.0%,In Stock,Pilgrim Foods,Visit denny.ie for our Sourcing Policy,No
"Confectionery, Crisps & Snacks",178888,5000312002131	,CADBURY PICNIC,36 x 48grm,£0.85,£15.99,20.0%,In Stock,Cadbury,BeTreatwise.netCocoa LifePartnering with Fairtrade Foundationwww.cocoalife.org,No
"Confectionery, Crisps & Snacks",915826,42247340	,EXTRA BUBBLEMINT GUM,30 x 10pce,£0.55,£8.39,20.0%,In Stock,Wrigley's,A varied and balanced diet and a healthy lifestyle are important.,No
"Confectionery, Crisps & Snacks",915710,NA	,EXTRA BLUEBERRY GUM,30 x 10pce,£0.59,£7.49,20.0%,In Stock,Mars Wrigley DAP UK Ltd,A varied and balanced diet and a healthy lifestyle are important.,No
"Confectionery, Crisps & Snacks",915707,40099002	,EXTRA APPLE GUM,1080X10PCE,£0.59,£269.37,20.0%,In Stock,Mars Wrigley DAP UK Ltd,A varied and balanced diet and a healthy lifestyle are important.,No
"Confectionery, Crisps & Snacks",915825,42247340	,EXTRA BUBBLEMINT GUM,1080X10PCE,£0.55,£291.84,20.0%,In Stock,Wrigley's,A varied and balanced diet and a healthy lifestyle are important.,No
"Confectionery, Crisps & Snacks",915708,40099002	,EXTRA APPLE GUM,30 x 10pce,£0.59,£7.49,20.0%,In Stock,Mars Wrigley DAP UK Ltd,A varied and balanced diet and a healthy lifestyle are important.,No
"Confectionery, Crisps & Snacks",915709,42181811	,EXTRA BLUEBERRY GUM,1080X10PCE,£0.59,£269.37,20.0%,In Stock,Mars Wrigley DAP UK Ltd,A varied and balanced diet and a healthy lifestyle are important.,No
"Confectionery, Crisps & Snacks",915551,4009900536721	,EXTRA BUBBLEMINT REFRESHERS,72X30PCE,£2.00,£83.63,20.0%,In Stock,Mars Wrigley DAP UK Ltd,A varied and balanced diet and a healthy lifestyle are important.,No
Soft Drinks,916788,8002270836824	,SAN PELL ORANGE 6PK,4 x 330mls,£4.75,£10.69,20.0%,In Stock,DISCOUNT COMMODITY SUPPLIES LT,San Pellegrino Orange 4x6x330ml,No
"Confectionery, Crisps & Snacks",775505,4009900537308	,EXTRA TROPICAL BOTTLE,72X30PCE,£2.00,£83.63,20.0%,In Stock,Mars Wrigley DAP UK Ltd,A varied and balanced diet and a healthy lifestyle are important.,No
"Confectionery, Crisps & Snacks",916005,5060462261505	,LOVE RAW MILK CHOC BAR,20X30GRM,£1.79,£21.29,20.0%,In Stock,Clearline Distribution Ltd,LoveRaw Smooth M:lk Choc Bar 30g,No
"Confectionery, Crisps & Snacks",775504,4009900537339	,EXTRA TROPICAL REFRESHERS GUM,16X15.6GRM,£0.69,£4.49,20.0%,In Stock,Mars Wrigley DAP UK Ltd,A varied and balanced diet and a healthy lifestyle are important.,No
"Confectionery, Crisps & Snacks",916004,5060462261567	,LOVE RAW CARAMEL MILK CHOCOLATE,20X30GRM,£1.79,£21.29,20.0%,In Stock,Clearline Distribution Ltd,LoveRaw Caramel M:lk Choc Bar 30g,No
"Confectionery, Crisps & Snacks",915437,7622201515058	,CADBURY TWIRL CARAMEL,48 x 43grm,£0.69,£20.99,20.0%,In Stock,Kraft Foods UK Ltd,BeTreatwise.netGet to know your treats1 Portion = 6 %  of the RI* of kcal*% reference intake of an average adult (8400 kJ / 2000 kcal)Cocoa LifePartnering with Fairtrade Foundationwww.cocoalife.org,No
"Confectionery, Crisps & Snacks",794823,34000939572	,REESES PEANUT BUTTER 2 CUPS,36 x 42grm,£0.99,£20.49,20.0%,In Stock,Tennant & Ruttle,Reese's 2,No
"Confectionery, Crisps & Snacks",793604,7622201816230	,CADBURY CARAMILK 1.00,26X80GRM,£1.00,£17.29,20.0%,In Stock,Kraft Foods UK Ltd,BeTreatwise.netCocoa LifePartnering with Fairtrade FoundationCocoa Life aims to make lives better. The education and entrepreneurship training we provide makes for happier farmers and thriving local communitieswww.cocoalife.org,No
"Confectionery, Crisps & Snacks",791740,5060462260539	,LOVE RAW M/CHOC WAFER VEGAN BAR,12X43GRM,£1.75,£12.79,20.0%,In Stock,Clearline Distribution Ltd,Love Raw Cre&m Filled Wafer Bars 2 x 21.5g (43g),No
"Confectionery, Crisps & Snacks",775372,5000159536615	,M&MS PEANUT BAR,24 x 34grm,£0.79,£9.69,20.0%,In Stock,Mars Wrigley DAP UK Ltd,M&M's,No
"Confectionery, Crisps & Snacks",916006,5060462261536	,LOVE RAW ORANGE CHOC BAR,20X30GRM,£1.79,£21.29,20.0%,In Stock,Clearline Distribution Ltd,LoveRaw Orange M:lk Choc Bar 30g,No
"Confectionery, Crisps & Snacks",916007,5060462260713	,LOVE RAW SALTED CARAMEL WAFER BAR,12 x 45grm,£1.79,£12.79,20.0%,In Stock,Clearline Distribution Ltd,Love Raw Cre&m Wafer Bar Salted Caramel 2 x 22.5g (45g),No
"Confectionery, Crisps & Snacks",759827,7622201440176	,CADBURY TWIRL ORANGE,48 x 43grm,£0.79,£20.99,20.0%,In Stock,Kraft Foods UK Ltd,BeTreatwise.netCocoa LifePartnering with Fairtrade Foundationcocoalife.org,No
"Confectionery, Crisps & Snacks",756227,34000433032	,REESES WHITE PEANUT BUTTER CUPS,24X39.5GRM,£0.99,£13.99,20.0%,In Stock,Tennant & Ruttle,Reese's 2 White,No
"Confectionery, Crisps & Snacks",917415,3800020472569	,KIT KAT RUNNY CARAMEL,24 x 43grm,£0.85,£10.69,20.0%,In Stock,Nestle UK Ltd,"Join us at facebook.com/kitkatukShare your break with  #MyBreakCheck out our YouTube Channel at www.youtube.com/user/kitkatVisit www.kitkat.co.ukGood to remember: enjoying chocolate as part of a varied, balanced diet and a healthy lifestyle, is one of life's little pleasures",No
"Confectionery, Crisps & Snacks",917414,3800020472576	,KIT KAT CHUNKY BISCOFF,24 x 42grm,£0.85,£10.69,20.0%,In Stock,Nestle UK Ltd,"Join us at facebook.com/kitkatukShare your break with  #MyBreakCheck out our YouTube Channel at www.youtube.com/user/kitkatVisit www.kitkat.co.ukGood to remember: enjoying chocolate as part of a varied, balanced diet and a healthy lifestyle, is one of life's little pleasures",No
"Confectionery, Crisps & Snacks",917413,3800020403563	,KIT KAT RUNNY CARAMEL 60P,24 x 43grm,£0.60,£8.89,20.0%,In Stock,Nestle UK Ltd,"Join us at facebook.com/kitkatukShare your break with  #MyBreakCheck out our YouTube Channel at www.youtube.com/user/kitkatVisit www.kitkat.co.ukGood to remember: enjoying chocolate as part of a varied, balanced diet and a healthy lifestyle, is one of life's little pleasures",No
"Confectionery, Crisps & Snacks",773918,5034660519669	,CADBURY WISPA GOLD,48 x 48grm,£0.79,£20.99,20.0%,In Stock,Cadbury,Cadbury Wispa Gold Chocolate Bar 48g,No
"Confectionery, Crisps & Snacks",445396,3800020415009	,KIT KAT CHUNKY PEANUT BUTTER,24 x 42grm,£0.85,£10.69,20.0%,In Stock,Nestle UK Ltd,"Visit www.kitkat.co.ukGood to remember, enjoying chocolate as part of a varied, balanced diet and a healthy lifestyle, is one of life's little pleasures",No
"Confectionery, Crisps & Snacks",657830,7613034954459	,KIT KAT CHUNKY,24 x 40grm,£0.85,£10.69,20.0%,In Stock,Nestle UK Ltd,"Join us at facebook.com/kitkatukShare your break with  #MyBreakCheck out our YouTube Channel at www.youtube.com/user/kitkatVisit www.kitkat.co.ukGood to remember: enjoying chocolate as part of a varied, balanced diet and a healthy lifestyle, is one of life's little pleasures",No
"Confectionery, Crisps & Snacks",775373,5000159536592	,M&MS CRISPY BAR,24 x 31grm,£0.79,£9.69,20.0%,In Stock,Mars Wrigley DAP UK Ltd,M&M's Crispy Chocolate Bar 31g,No
"Confectionery, Crisps & Snacks",780622,5000127770010	,KELLOGGS FROSTIES CEREAL& MILK BAR,25X25GRM,£0.69,£10.49,20.0%,In Stock,Kellogg's,Kellogg's Frosties Cereal &,No
"Confectionery, Crisps & Snacks",124267,16000502666	,N/VALLEY OATS & HONEY BARS,18 x 42grm,£0.79,£7.99,20.0%,In Stock,Valeo Foods Ireland,Nature Valley Crunchy,No
"Confectionery, Crisps & Snacks",257623,5034660522782	,CADBURY BOOST,48X48.5GRM,£0.79,£20.99,20.0%,In Stock,Cadbury,BeTreatwise.netGet to know your treats1 bar = 12 % of  the RI* of kcal*% reference intake of an average adult (8400 kJ / 2000 kcal)Cocoa LifePartnering with Fairtrade Foundationwww.cocoalife.org,No
"Confectionery, Crisps & Snacks",419303,34000109197	,REESES NUTRAGEOUS BAR,18 x 47grm,£0.99,£9.99,20.0%,In Stock,Tennant & Ruttle,Reese's Nutrageous 47g,No
"Confectionery, Crisps & Snacks",692560,5060221203753	,GRENADE PEANUT BUTTER CARB KILLA,12 x 60grm,£2.29,£15.69,20.0%,In Stock,Protamino Nutrition Ltd,"Informed SportWe test, you trustBanned substance tested every batch",No
"Confectionery, Crisps & Snacks",621551,5391532120096	,FULFIL HAZELNUT WHIP BAR,15X55GRM,£2.29,£21.59,20.0%,In Stock,Richmond Marketing NI Ltd,Fulfil Chocolate Hazelnut Whip Vitamin & Protein Bar 55g,No
"Confectionery, Crisps & Snacks",692547,5060221201391	,GRENADE CARAMEL CHAOS CARB KILLA BA,12 x 60grm,£2.29,£15.69,20.0%,In Stock,Protamino Nutrition Ltd,"Informed SportWe test, you trustBanned substance tested every batch",No
"Confectionery, Crisps & Snacks",541557,5390691018022	,FULFIL CHOC&MINT PROTEINBAR,15X55GRM,£2.29,£21.59,20.0%,In Stock,Richmond Marketing NI Ltd,Fulfil,No
"Confectionery, Crisps & Snacks",769915,7622201149819	,CADBURY WISPA GOLD DUO,32X67GRM,£0.95,£17.39,20.0%,In Stock,Kraft Foods UK Ltd,BeTreatwise.netCocoa LifePartnering with Fairtrade Foundationwww.cocoalife.org,No
"Confectionery, Crisps & Snacks",541571,5390691017995	,FULFIL WHITE CHOC&COOKIEDOUGH BAR,15X55GRM,£2.29,£21.59,20.0%,In Stock,Richmond Marketing NI Ltd,Fulfil White Chocolate & Cookie Dough Vitamin & Protein Bar 55g,No
"Confectionery, Crisps & Snacks",541556,5390691017964	,FULFIL CARAMEL & COOKIE DOUGH BAR,15X55GRM,£2.29,£21.59,20.0%,In Stock,Richmond Marketing NI Ltd,Fulfil Chocolate Caramel & Cookie Dough Vitamin & Protein Bar 55g,No
"Confectionery, Crisps & Snacks",496379,5390691017919	,FULFIL PEANUT & CARAMEL VIT & PRO,15X60GRM,£2.29,£21.59,20.0%,In Stock,Richmond Marketing NI Ltd,Fulfil,No
"Confectionery, Crisps & Snacks",769912,5034660518471	,DOUBLE DECKER DUO,32X74GRM,£0.95,£17.39,20.0%,In Stock,Cadbury,BeTreatwise.netCocoa LifePartnering with Fairtrade Foundationwww.cocoalife.org,No
"Confectionery, Crisps & Snacks",745082,5034660518457	,CAD BOOST DUO,32X63GRM,£0.95,£17.39,20.0%,In Stock,Cadbury,BeTreatwise.netCocoa LifePartnering with Fairtrade Foundationwww.cocoalife.org,No
"Confectionery, Crisps & Snacks",657848,5034660520825	,CADBURY WISPA DUO,32X47GRM,£0.95,£17.39,20.0%,In Stock,Cadbury,BeTreatwise.netGet to know your treats1 bar = 6 % of the RI* of kcal*% reference intake of an average adult (8400  kJ / 2000 kcal)Cocoa LifePartnering with Fairtrade Foundationwww.cocoalife.org,No
"Confectionery, Crisps & Snacks",692527,5060221201858	,GRENADE DARK CHOC MINT CARB KILLA,12 x 60grm,£2.29,£15.69,20.0%,In Stock,Protamino Nutrition Ltd,Informed SportBanned Substance Tested Every Batch,No
"Confectionery, Crisps & Snacks",779013,5060221206860	,GRENADE SALTED CARAMEL CARB KILLA,12 x 60grm,£2.29,£15.69,20.0%,In Stock,Protamino Nutrition Ltd,"Informed SportWe test, you trustBanned substance tested every batch",No
"Confectionery, Crisps & Snacks",755567,5060221205269	,GRENADE W/CHOC SALTED PEANUT,12 x 60grm,£2.29,£15.69,20.0%,In Stock,Protamino Nutrition Ltd,"Informed SportWe test, you trustBanned substance tested every batch",No
"Confectionery, Crisps & Snacks",779182,5391532122519	,FULFIL CHOCOLATE CARAMEL,15X55GRM,£2.29,£21.59,20.0%,In Stock,Richmond Marketing NI Ltd,Fulfil Chocolate Caramel Flavour Vitamin & Protein Bar 55g,No
"Confectionery, Crisps & Snacks",755566,5060221205320	,GRENADE D/CHOC RASPBERRYBAR,12 x 60grm,£2.29,£15.69,20.0%,In Stock,Protamino Nutrition Ltd,"Informed SportWe test, you trustBanned substance tested every batch",No
"Confectionery, Crisps & Snacks",755554,5391532122076	,FULFIL PEANUT BUTTER BAR,15X55GRM,£2.29,£21.59,20.0%,In Stock,Richmond Marketing NI Ltd,Fulfil Chocolate,No
"Confectionery, Crisps & Snacks",754823,5060221204606	,GRENADE CARB KILLA BIRTHDAY CAKE,12 x 60grm,£2.29,£15.69,20.0%,In Stock,Protamino Nutrition Ltd,"InformedWe Test, You TrustSport Banned Substance Tested Every Batch",No
"Confectionery, Crisps & Snacks",747559,5391532121710	,FULFIL SALTED CARAMEL PROTEIN BAR,15X55GRM,£2.29,£21.59,20.0%,In Stock,Richmond Marketing NI Ltd,Fulfil Chocolate Salted Caramel Flavour Vitamin & Protein Bar 55g,No
"Confectionery, Crisps & Snacks",759416,5391532122168	,FULFIL CHOC BROWNIE PROTEIN BAR,15X55GRM,£2.29,£21.59,20.0%,In Stock,Richmond Marketing NI Ltd,Fulfil Chocolate Brownie Flavour Vitamin & Protein Bar 55g,No
"Confectionery, Crisps & Snacks",780621,5000127780019	,KELLOGGS COCOPOPS CEREAL& MILK BA,25X25GRM,£0.69,£10.49,20.0%,In Stock,Kellogg's,NA,No
"Confectionery, Crisps & Snacks",694419,5060221203784	,GRENADE JAFFA QUAKE CARBKILLA BAR,12 x 60grm,£2.29,£15.69,20.0%,In Stock,Protamino Nutrition Ltd,Grenade® Carb Killa® should be consumed as part of a balanced diet.Informed-Sport.comTrusted by sportNote for tested athletes: This product is certified with the Informed-Sport programme and therefore suitable for use by drug tested athletes and military personnel.www.informed-sport.com,No
"Confectionery, Crisps & Snacks",754277,5012159036408	,TAYTO SMOKY BACON 1.00,16X65GRM,£1.00,£9.99,20.0%,In Stock,Tayto Group Ltd,NA,No
"Confectionery, Crisps & Snacks",694415,5060221203937	,GRENADE COOKIE DOUGH CARB KILLA,12 x 60grm,£2.29,£15.69,20.0%,In Stock,Protamino Nutrition Ltd,Informed-Sport.comTrusted by sportGrenade® Carb Killa® should be consumed as part of a balanced diet.,No
"Confectionery, Crisps & Snacks",754276,5012159036521	,TAYTO PICKLED ONION 1.00,16X65GRM,£1.00,£9.99,20.0%,In Stock,Tayto Group Ltd,NA,No
"Confectionery, Crisps & Snacks",692605,5060221201575	,GRENADE COOKIES & CREAM CARB KILLA,12 x 60grm,£2.29,£15.69,20.0%,In Stock,Protamino Nutrition Ltd,"Informed SportWe test, you trustBanned substance tested every batch",No
"Confectionery, Crisps & Snacks",916538,5000237135808	,BIG HOOPS BBQ 1.00,20 x 70grm,£1.00,£11.49,20.0%,In Stock,KP Snacks Ltd,"Snacks can be enjoyed as part of a balanced diet and healthy lifestyle, including regular exercise.The Hundred Official Team PartnerDiscover Cricket, Get Activethehundred.com",No
"Confectionery, Crisps & Snacks",754275,5012159036484	,TAYTO CHEESE&ONION 1.00,16X65GRM,£1.00,£9.99,20.0%,In Stock,Tayto Group Ltd,NA,No
"Confectionery, Crisps & Snacks",916537,5000237135785	,BIG HOOPS ORIG 1.00,20 x 70grm,£1.00,£11.49,20.0%,In Stock,KP Snacks Ltd,"The Hundred Official Team PartnerDiscover Cricket, Get Activethehundred.comSnacks can be enjoyed as part of a balanced diet and healthy lifestyle, including regular exercise.",No
"Confectionery, Crisps & Snacks",916214,5000237137512	,BIG HOOPS S&V 1.00,20 x 70grm,£1.00,£11.49,20.0%,In Stock,KP Snacks Ltd,"The Hundred Official Team PartnerDiscover Cricket, Get Activethehundred.comSnacks can be enjoyed as part of a balanced diet and healthy lifestyle, including regular exercise.",No
"Confectionery, Crisps & Snacks",915525,5000237134085	,PENN PRETZELS S/CREAM&CHIVE 1.00,14X120GRM,£1.00,£9.59,0.0%,In Stock,KP Snacks Ltd,"Snacks can be enjoyed as part of a balanced diet and healthy lifestyle, including regular exercise.",No
"Confectionery, Crisps & Snacks",497359,5000328493435	,DORITOS CHILLI HEATWAVE,32 x 40grm,£0.79,£15.99,0.0%,In Stock,Doritos,Doritos Chilli Heatwave Tortilla Chips 40g,No
"Confectionery, Crisps & Snacks",497358,5000328740102	,DORITOS TANGY CHEESE,32 x 40grm,£0.79,£15.99,0.0%,In Stock,Doritos,Doritos Tangy Cheese Tortilla Chips 40g,No
"Confectionery, Crisps & Snacks",694428,5060221201810	,GRENADE W/CHOC COOKIE CARB KILLA,12 x 60grm,£2.29,£15.69,20.0%,In Stock,Protamino Nutrition Ltd,Informed SportBanned Substance Tested Every Batch,No
"Confectionery, Crisps & Snacks",915743,5000267131	,SKIPS PRAWN COCKTAIL 1.00,16 x 45grm,£1.00,£10.99,0.0%,In Stock,KP Snacks Ltd,NA,No
"Confectionery, Crisps & Snacks",916363,5391532123424	,FULFIL DARK SALTED CARAMEL,15X55GRM,£2.29,£21.59,20.0%,In Stock,Richmond Marketing NI Ltd,Fulfil Dark Chocolate Salted Caramel Flavour Vitamin & Protein Bar 55g,No
"Confectionery, Crisps & Snacks",915741,5000237134993	,DISCOS S&V 1.00,16X70GRM,£1.00,£10.99,0.0%,In Stock,KP Snacks Ltd,"Snacks can be enjoyed as part of a balanced diet and healthy lifestyle, including regular exercise.",No
"Confectionery, Crisps & Snacks",490577,5000328530215	,MONSTER MUNCH ROAST BEEF,30 x 40grm,£0.89,£15.99,20.0%,In Stock,Walkers Ltd,Walkers Monster Munch Roast Beef Snacks 40g,No
"Confectionery, Crisps & Snacks",750821,5000237121313	,MC COYS THAI SWEET CHICKEN,26X45GRM,£0.95,£13.49,20.0%,In Stock,KP Snacks Ltd,"The Hundred Official Team PartnerDiscover Cricket, Get Activethehundred.comSnacks can be enjoyed as part of a balanced diet and healthy lifestyle, including regular exercise.",No
"Confectionery, Crisps & Snacks",752188,5000237121276	,MC COYS CHEDDAR & ONION,26X45GRM,£0.95,£13.49,20.0%,In Stock,KP Snacks Ltd,"The Hundred Official Team PartnerDiscover Cricket, Get Activethehundred.comSnacks can be enjoyed as part of a balanced diet and healthy lifestyle, including regular exercise.",No
"Confectionery, Crisps & Snacks",750820,5000237121252	,MC COYS SALT & VINEGAR,26X45GRM,£0.95,£13.49,20.0%,In Stock,KP Snacks Ltd,"The Hundred Official Team PartnerDiscover Cricket, Get Activethehundred.comSnacks can be enjoyed as part of a balanced diet and healthy lifestyle, including regular exercise.",No
"Confectionery, Crisps & Snacks",750817,5000237121238	,MC COYS FLAME GRILLED CRISPS,26X45GRM,£0.95,£13.49,20.0%,In Stock,KP Snacks Ltd,"The Hundred Official Team PartnerDiscover Cricket, Get Activethehundred.comSnacks can be enjoyed as part of a balanced diet and healthy lifestyle, including regular exercise.",No
"Confectionery, Crisps & Snacks",490576,5000328531007	,MONSTER MUNCH PICKLED ONION,30 x 40grm,£0.89,£15.99,20.0%,In Stock,Walkers Ltd,Walkers Monster Munch Pickled Onion Snacks 40g,No
"Confectionery, Crisps & Snacks",490570,5000328530130	,MONSTER MUNCH FLAMIN HOT,30 x 40grm,£0.89,£15.99,20.0%,In Stock,Walkers Ltd,Walkers Monster Munch Flamin' Hot Snacks 40g,No
"Confectionery, Crisps & Snacks",548188,50833917	,TREBOR E/STRONG PEPPERMINT,40 x 45grm,£0.59,£11.29,20.0%,In Stock,Trebor,Trebor Extra Strong Peppermint Mints Roll 41.3g,No
"Confectionery, Crisps & Snacks",776209,5012159037443	,TAYTO SPRING ONION 1.00,16X65GRM,£1.00,£9.99,20.0%,In Stock,Tayto Group Ltd,NA,No
"Confectionery, Crisps & Snacks",336935,5023274024201	,TREBOR E/STRONG SPEARMINTS,40 x 45grm,£0.59,£11.29,20.0%,In Stock,Trebor,Trebor Extra Strong Spearmint Mints Roll 41.3g,No
"Confectionery, Crisps & Snacks",754292,5012159036385	,TAYTO PRAWN COCKTAIL 1.00,16X65GRM,£1.00,£9.99,20.0%,In Stock,Tayto Group Ltd,NA,No
"Confectionery, Crisps & Snacks",754278,5012159036507	,TAYTO WUSTER SAUCE 1.00,16X65GRM,£1.00,£9.99,20.0%,In Stock,Tayto Group Ltd,NA,No
"Confectionery, Crisps & Snacks",759744,5010478789654	,SWIZZEL GIANT FRUIT FIZZERS,24 x 40grm,£0.40,£4.69,20.0%,In Stock,Swizzels Matlow,NA,No
"Confectionery, Crisps & Snacks",794939,5010478707016	,SWIZZELS RAINBOW DROPS,24 x 32grm,£0.40,£4.69,20.0%,In Stock,Swizzels,"Get in touch swizzels.com/wecareFun and GamesFor exciting fun, recipes and competitions, please visit our websites www.swizzels.comFacebook is not available to under 13s",No
