Category,Product Code,EAN Code,Product Name,Product Size,RRP,Price,VAT,Stock Service,Brand,Description,On Promo
"Household, Cleaning & Pet Care",763090,8710847994159	,CIF OCEAN FLOOR CLEANER,8X950MLS,£1.29,£6.79,20.0%,In Stock,Unilever Ireland Homecare,Cif Ocean Floor Cleaner 950 ml,No
Retail Grocery,791418,78876501358	,NAMOSA TEABAGS,4X100PK,£4.39,£13.59,0.0%,In Stock,R.TWINING & CO LTD,"Ethical Tea PartnershipWe care about the communities where our tea is grown and picked. This is why we are a founder member of the Ethical Tea Partnership, which works to improve tea workers welfare and the environment in which they live.",No
Retail Grocery,745063,39745000020	,PUNJANA TEA BAGS 160PK,12X160PK,£4.29,£40.49,0.0%,In Stock,Punjana Ltd,Learn more about us online at www.thompsonsfamilyteas.com and check out many more of our blends. Love your tea as  much as we do!,No
Retail Grocery,528528,5000243924007	,CARNATION CONDENSED MILK,12X397MLS,£2.29,£19.99,0.0%,In Stock,Nestle UK Ltd,Carnation® Sweetened Condensed,No
Packaging & Disposables,769187,5011581063464	,C/PACK ENVIRO WOODEN FORKS,10 x 100pce,NA,£19.55,20.0%,In Stock,ROBINSON YOUNG,NA,No
Packaging & Disposables,769184,5011581063488	,C/PACK ENVIRO WOODEN SPOONS,1 x 100pce,NA,£2.25,20.0%,In Stock,ROBINSON YOUNG,NA,No
Packaging & Disposables,769183,5011581063488	,C/PACK ENVIRO WOODEN SPOONS,10 x 100pce,NA,£22.45,20.0%,In Stock,ROBINSON YOUNG,NA,No
Alcohol & Tobacco,710291,9300727007391	,WYNDHAM BIN 555 SHIRAZ,1 x 750mls,£9.65,£5.19,20.0%,In Stock,Wyndham Estate,George Wyndham Bin 555 Shiraz 750ml,No
Retail Grocery,756935,5000117405601	,HOMEPRIDE TOM&BACON 1.59,6 x 450grm,£1.59,£7.19,0.0%,In Stock,Premier Foods UK Ltd,Homepride Pasta Bake Creamy Tomato & Bacon 450g,No
Catering Dry Goods,714372,5000117205621	,M/E STRAWBERRY JAM PORTIONS,100 x 20grm,NA,£7.85,0.0%,In Stock,Hartley's,Hartley's Strawberry Jam 100 x 20g,No
"Confectionery, Crisps & Snacks",686894,80051220	,KINDER BUENO WHITE,30X41GRM,£0.89,£14.49,20.0%,In Stock,Kinder,For more information visit: www.kinder.com,No
"Health, Beauty & Baby",425344,7322540528718	,BODYFORM ULTRA NIGHT 1.49,6X10PK,£1.49,£5.99,0.0%,In Stock,Bodyform,Triple Protection against leakage with:1. Anti-leak walls2. Fast Absorption Core3. All-around barrier,No
Alcohol & Tobacco,776889,7804320348179	,CYT M/RANGE SAUVIGNON BLANC,12 x 750mls,£6.67,£56.99,20.0%,In Stock,Concha y Toro,Concha y Toro Sunrise Sauvignon Blanc 75cl,No
Alcohol & Tobacco,312783,85200000272	,SUTTER HOME SAUVIGNON BLANC,1 x 750mls,£6.68,£4.55,20.0%,In Stock,Dillon Bass Ltd,Sutter Home Sauvignon Blanc 750ml,No
Alcohol & Tobacco,620819,7804320348179	,CYT M/RANGE SAUVIGNON BLANC,1 x 750mls,£6.67,£4.75,20.0%,In Stock,Concha y Toro,Concha y Toro Sunrise Sauvignon Blanc 75cl,No
Alcohol & Tobacco,712717,9300727006837	,JACOBS CREEK GRENACHE SHIRAZ,6 x 750mls,£6.62,£29.79,20.0%,In Stock,Jacob's Creek,NA,No
Alcohol & Tobacco,107142,7804320303178	,CASILLERO CABERNET SAUVIGNON,1 x 750mls,£8.28,£5.05,20.0%,In Stock,Concha y Toro,Casillero del Diablo Cabernet Sauvignon 75cl,No
Alcohol & Tobacco,710293,9300727406538	,JACOBS CREEK CHARDONNAY,1 x 750mls,£6.39,£4.99,20.0%,In Stock,Jacob's Creek,Jacob's Creek Chardonnay White Wine 75cl,No
Alcohol & Tobacco,708826,9300727406538	,JACOBS CREEK CHARDONNAY,6 x 750mls,£6.39,£29.79,20.0%,In Stock,Jacob's Creek,Jacob's Creek Chardonnay White Wine 75cl,No
Alcohol & Tobacco,163844,9414024514275	,BRANCOTT MARLBOROUGH SAUVIGNON BLAN,1 x 750mls,£10.25,£6.35,20.0%,In Stock,Brancott Estate,Brancott Estate Sauvignon Blanc 750ml,No
Alcohol & Tobacco,238001,9414024678861	,BRANCOT CABERNET MERLOT,1 x 750mls,£10.17,£6.85,20.0%,In Stock,Dillon Bass Ltd,Brancott Estate Hawkes Bay Merlot Red Wine 75cl,No
Alcohol & Tobacco,237999,9414024678861	,BRANCOT CABERNET MERLOT,6 x 750mls,£10.17,£40.99,20.0%,In Stock,Dillon Bass Ltd,Brancott Estate Hawkes Bay Merlot Red Wine 75cl,No
Packaging & Disposables,791457,5011581066465	,C/PACK ENVIRO FLEXI PAPER STRAW,1 x 150pce,NA,£1.69,20.0%,In Stock,ROBINSON YOUNG,NA,No
Retail Grocery,527588,5000354168697	,L/G TOMATO&BASIL 2.09 SAUCE,6 x 350grm,£2.09,£6.39,0.0%,In Stock,Premier Foods UK Ltd,For recipe ideas and inspiration visit www.loydgrossmansauces.co.uk and follow us on Twitter @LoydFood,No
Packaging & Disposables,791456,5011581066465	,C/PACK ENVIRO FLEXI PAPER STRAW,24X150PCE,NA,£40.49,20.0%,In Stock,ROBINSON YOUNG,NA,No
Packaging & Disposables,914694,5098749150891	,WOODEN TEASPOON 110MM,20 x 100pce,NA,£26.59,20.0%,In Stock,Van Der Windt Packaging,NA,No
"Health, Beauty & Baby",546818,5000231050855	,RADOX BATH STRESS RELIEF,6 x 500mls,£1.29,£4.29,20.0%,In Stock,Radox,Radox Stress Relief Bath Soak 500 ml,No
Packaging & Disposables,914693,5098749150877	,WOODEN SPOON 160MM,1 x 100pce,NA,£2.15,20.0%,In Stock,Van Der Windt Packaging,NA,No
Alcohol & Tobacco,107143,7804320301174	,CASILLERO SAUVIGNON BLANC,1 x 750mls,£8.28,£5.05,20.0%,In Stock,Casillero del Diablo,Casillero del Diablo Sauvignon Blanc 75cl,No
"Health, Beauty & Baby",546428,5000231035142	,RADOX SHOWER REFRESH,6 x 250mls,£1.29,£4.29,20.0%,In Stock,Unilever Ireland Personal Care,Radox Feel Refreshed Shower Gel 250 ml,No
Retail Grocery,707425,5000232904836	,BATCH COND CHICKEN SOUP,12 x 295grm,£0.85,£7.29,0.0%,In Stock,Batchelors,Batchelors Condensed Soup Cream of Chicken 295g,No
Retail Grocery,707419,5000232901040	,BATCH COND MUSHROOM SOUP,12 x 295grm,£0.85,£7.29,0.0%,In Stock,Batchelors,Batchelors Condensed Soup Cream of Mushroom 295g,No
Packaging & Disposables,508350,17779079014	,TRAY KRAFT PAPER SMALL 1LB/454G,NA,NA,NA,20.0%,Out of Stock,Catering Disposables Ltd,250 1lb Food Tray,No
Retail Grocery,392896,5000157062741	,HEINZ VEGETABLE SOUP,24 x 400grm,£0.99,£18.19,0.0%,In Stock,Heinz,Heinz Vegetable Soup 400g,No
Retail Grocery,392888,5000157062673	,HEINZ SOUP TOMATO,24 x 400grm,£0.99,£18.19,0.0%,In Stock,Heinz,Heinz Cream of Tomato Soup 400g,No
Packaging & Disposables,508351,17779079014	,TRAY KRAFT PAPER SMALL 1LB/454G,NA,NA,NA,20.0%,Out of Stock,Catering Disposables Ltd,250 1lb Food Tray,No
"Health, Beauty & Baby",546808,5000231080371	,RADOX BATH RELAX,6 x 500mls,£1.29,£4.29,20.0%,In Stock,Radox,Radox Feel Relaxed Bath Soak 500 ml,No
Packaging & Disposables,329911,5011581032064	,BIODE/ABLE SUPER RIGID PLATE 23CM,NA,NA,NA,20.0%,Out of Stock,ROBINSON YOUNG,NA,No
Packaging & Disposables,327688,5011581032101	,CATERPACK ENVIRO BOWLS,NA,NA,NA,20.0%,Out of Stock,ROBINSON YOUNG,NA,No
"Health, Beauty & Baby",545397,8717163020524	,IMPULSE BODY SPRAY TEASE,6 x 75mls,£1.29,£4.99,20.0%,In Stock,Impulse,Impulse Tease Body Spray Deodorant 75 ml,No
"Health, Beauty & Baby",549025,8710908678615	,IMPULSE BODY SPRAY INSTANT CRUSH,6 x 75mls,£1.29,£4.99,20.0%,In Stock,Unilever Ireland Personal Care,Impulse Instant Crush Body Spray Deodorant 75ml,No
Retail Grocery,792529,5010034011588	,BENS THAI SWEET CHILLI MICRO RICE,6 x 250grm,£1.29,£5.39,0.0%,In Stock,Mars Food UK Ltd,Visit BensOriginal.co.uk or BensOriginal.ie to find out more.Discover more on our websiteThe rice in this pouch has been grown as part of our sustainability programme. Visit  bensoriginal.co.uk to find out more about our commitments.,No
Retail Grocery,792510,5010034011595	,BENS SPICY MEXICAN MICRORICE,6 x 250grm,£1.29,£5.39,0.0%,In Stock,Mars Food UK Ltd,"Discover Ben's Original™When we started out we had one goal: to bring you the world's best rice. Now, we also want to make a better world.Today, Ben's Original™ is supporting underserved communities to offer everyone a seat at the table. And our rice? It's still as delicious as ever.Visit BensOriginal.co.uk or BensOriginal.ie to find out more.Discover  more on our websiteVisit bensoriginal.co.uk to find out more about our commitments.We're working hard to ensure that 100% of our packaging is recyclable, reusable or compostable by 2025. The rice in this pouch has been grown as part of our  sustainability programme.",No
"Health, Beauty & Baby",465849,8717163058015	,IMPULSE BODY SPRAY MUSK,6 x 75mls,£1.29,£4.99,20.0%,In Stock,Impulse,Impulse Hint Of Musk Body Spray Deodorant 75 ml,No
Retail Grocery,792490,5010034011557	,BENS SAVOURY CHICKEN MICRO RICE,6 x 250grm,£1.29,£5.39,0.0%,In Stock,Mars Food UK Ltd,Visit BensOriginal.co.uk or BensOriginal.ie to find out more.This rice helps you create a delicious and wholesome  meal that can be enjoyed any day of the week. Discover more  on our websiteThe rice in this pouch has been grown as part  of our sustainability programme. Visit bensoriginal.co.uk to find out more about our commitments.,No
Retail Grocery,792489,5010034011625	,BENS PILAU MICRO RICE,6 x 250grm,£1.29,£5.39,0.0%,In Stock,Mars Food UK Ltd,Visit BensOriginal.co.uk or BensOriginal.ie to find out more.Discover more on our websiteThe rice in this pouch has been grown as part of our sustainability programme. Visit  bensooriginal.co.uk to find out more about our commitments.,No
Retail Grocery,792478,5010034011519	,BENS MEXICAN MICRO RICE,6 x 250grm,£1.29,£5.39,0.0%,In Stock,Mars Food UK Ltd,Visit BensOriginal.co.uk or BensOriginal.ie to find out moreThe rice in this pouch has been grown as part of our sustainability programme. Visit bensoriginal.co.uk to find out more about our commitments.Discover more on our website,No
Retail Grocery,484864,5011009302793	,McKINNEYS CASTER SUGAR,10 x 1kgm,£1.15,£8.85,0.0%,In Stock,McKinney's,For further information and recipes go to: www.mckinneys.co.uk,No
Retail Grocery,792476,5010034011526	,BENS GOLDEN VEG MICRO RICE,6 x 250grm,£1.29,£5.39,0.0%,In Stock,Mars Food UK Ltd,"Visit BensOriginal.co.uk or BensOriginal.ie to find out more.Discover more on our websiteWe're working hard to ensure that 100% of our packaging is recyclable, reusable or compostable by 2025. The rice in this pouch has been grown as  part of our sustainability programme. Visit bensoriginal.co.uk to find out more about our commitments.",No
Retail Grocery,792475,5010034011410	,BENS EGG FRIED MICRO RICE,6 x 250grm,£1.29,£5.39,0.0%,In Stock,Mars Food UK Ltd,Visit BensOriginal.co.uk or BensOriginal.ie to find out more.This rice helps you create a delicious and wholesome  meal that can be enjoyed any day of the week.Discover more on our websiteThe rice in this pouch has been grown as part of our sustainability programme. Visit bensoriginal.co.ukto find out more about our commitments.,No
Catering Dry Goods,663732,8718114963952	,KNORR LEEK+POT 200 PTN SOUP,1 x 200,NA,£14.79,0.0%,In Stock,Knorr,Explore more at ufs.com/knorrprofessional,No
Catering Dry Goods,529768,4000492062100	,* KNORR 100% CREAM OF CHKN SOUP,1X2.4LTR,NA,£6.45,0.0%,In Stock,Knorr,NA,No
Catering Dry Goods,529767,4000492062100	,* KNORR 100% CREAM OF CHKN SOUP,4X2.4LTR,NA,£25.65,0.0%,In Stock,Knorr,Knorr Professional 100% Soup Chicken 4x2.5KG,No
Catering Dry Goods,663729,8718114964072	,* KNORR CHICKEN 200PTN SOUP,1 x 200,NA,£14.79,0.0%,In Stock,Knorr,Explore more at ufs.com/knorrprofessional,No
Catering Dry Goods,663728,8718114964003	,KNORR TOMATO 200 PTN SOUP,1 x 200,NA,£14.79,0.0%,In Stock,Knorr,Explore more at ufs.com/knorrprofessional,No
Catering Dry Goods,660637,8718114963914	,KNORR THICK VEG SOUP 200PTN,1 x 200pce,NA,£14.79,0.0%,In Stock,Knorr,Explore more at ufs.com/knorrprofessional,No
Retail Grocery,116922,5011009305206	,MCKINNEYS ICING SUGAR,12 x 500grm,£1.00,£8.95,0.0%,In Stock,McKinney's,For more recipes please visit: www.mckinneys.co.uk,No
Retail Grocery,719780,5011009300317	,MCKINNEYS SURE SET SUGAR,10 x 1kgm,£1.55,£11.65,0.0%,In Stock,McKinney's,"For further Jam, Jellies and Marmelade recipes please  visit www.mckinneys.co.uk",No
Catering Dry Goods,691038,5000354400476	,OXO CHICKEN CUBES 60S,1X378GRM,£8.75,£4.95,0.0%,In Stock,Oxo,For more tips & inspiration visit our Facebook page: www.facebook.com/OXOfamily,No
Catering Dry Goods,691037,5000354400476	,OXO CHICKEN CUBES 60S,6X378GRM,£8.75,£29.39,0.0%,In Stock,Oxo,For more tips & inspiration visit our Facebook page: www.facebook.com/OXOfamily,No
Catering Dry Goods,691024,5000354400469	,OXO BEEF CUBES 60'S,1X378GRM,£8.75,£4.95,0.0%,In Stock,Oxo,For more tips & inspiration visit our Facebook page: www.facebook.com/OXOfamily,No
Catering Dry Goods,615479,5000118202612	,KNORR VEGETABLE BOUILLON40LTR,1 x 1kgm,NA,£14.99,0.0%,In Stock,Knorr,Find out more at www.ufs.com/knorrprofessionalExplore  more at ufs.com/knorrprofessional,No
Catering Dry Goods,691023,5000354400469	,OXO BEEF CUBES 60'S,6X378GRM,£8.75,£29.39,0.0%,In Stock,Oxo,For more tips & inspiration visit our Facebook page: www.facebook.com/OXOfamily,No
Catering Dry Goods,603943,5000243895307	,NESCAFE COFFEE GRANULES,6 x 750grm,NA,£115.74,0.0%,In Stock,Nescafé,Find out more about our products at https://www.nestleprofessional.co.uk/Or follow us on Facebook https://www.facebook.com/NestleProfessionalUK/YouTube https://www.youtube.com/c/nestleprofessionalukTwitter https://twitter.com/nestleproukInstagram https://www.instagram.com/nestleprouk/,No
Catering Dry Goods,556521,5018010001783	,DAVINCI HAZELNUT SYRUP,6 x 1ltr,NA,£30.25,0.0%,In Stock,Kerry Ingredients (U.K.) Ltd,"For full range visit davincigourmet.comWant more inspiration & recipes?Follow us on: Facebook, Twitter and Instagram",No
Catering Dry Goods,556518,5018010001578	,DAVINCI VANILLA SYRUP,6 x 1ltr,NA,£30.55,0.0%,In Stock,Kerry Ingredients (U.K.) Ltd,"For full range visit davincigourmet.comWant more inspiration & recipes?Follow us on: Facebook, Twitter and Instagram",No
Catering Dry Goods,556519,5018010001578	,DAVINCI VANILLA SYRUP,1 x 1ltr,NA,£5.19,0.0%,In Stock,Kerry Ingredients (U.K.) Ltd,"For full range visit davincigourmet.comWant more inspiration & recipes?Follow us on: Facebook, Twitter and Instagram",No
Catering Dry Goods,764895,8712566234554	,* KNORR 100% CHKN & VEG SOUP,1 x 2.5kgm,NA,£6.45,0.0%,In Stock,Unilever Foods Irl Ltd Food So,NA,No
Catering Dry Goods,764894,8712566234554	,* KNORR 100% CHKN & VEG SOUP,4 x 2.5kgm,NA,£25.65,0.0%,In Stock,Unilever Foods Irl Ltd Food So,Knorr Professional 100% Soup Chicken & Veg 4x2.5KG,No
Catering Dry Goods,720027,5000118053344	,* KNORR 100% BEEF GOULASH SOUP,1X2.4LTR,NA,£6.45,0.0%,In Stock,Unilever Foods Irl Ltd Food So,NA,No
Catering Dry Goods,720026,5000118053344	,* KNORR 100% BEEF GOULASH SOUP,4X2.4LTR,NA,£25.65,0.0%,In Stock,Unilever Foods Irl Ltd Food So,Knorr Professional 100% Soup Beef Goulash 4x2.5KG,No
Catering Dry Goods,696259,8711200307401	,KNORR 100% LEEK & POTATOSOUP,1X2.4LTR,NA,£6.45,0.0%,In Stock,Unilever UK Foodservice,NA,No
Catering Dry Goods,696260,4000492062117	,KNORR 100% SOUP MINESTRONE,4X2.4LTR,NA,£25.65,0.0%,In Stock,Unilever UK Foodservice,Knorr Professional 100% Soup Minestrone 4x2.5KG,No
Catering Dry Goods,563099,5000243895307	,NESCAFE COFFEE GRANULES,1 x 750grm,NA,£19.29,0.0%,In Stock,Nescafé,Find out more about our products at https://www.nestleprofessional.co.uk/Or follow us on Facebook https://www.facebook.com/NestleProfessionalUK/YouTube https://www.youtube.com/c/nestleprofessionalukTwitter https://twitter.com/nestleproukInstagram https://www.instagram.com/nestleprouk/,No
Catering Dry Goods,696261,4000492062117	,KNORR 100% SOUP MINESTRONE,1X2.4LTR,NA,£6.45,0.0%,In Stock,Unilever UK Foodservice,NA,No
Catering Dry Goods,416032,7613034538567	,NESCAFE AZERA,3 x 500grm,NA,£53.97,0.0%,In Stock,Nescafé,Find out more about Nescafe Gold at https://www.nestleprofessional.co.ukOr discover more from Nestle Professional  on Facebook https://www.facebook.com/NestleProfessionalUK/YouTube https://www.youtube.com/c/nestleprofessionalukTwitter  https://twitter.com/nestleproukInstagram https://www.instagram.com/nestleprouk/,No
Catering Dry Goods,416034,7613034538567	,NESCAFE AZERA,1 x 500grm,NA,£17.99,0.0%,In Stock,Nescafé,Find out more about Nescafe Gold at https://www.nestleprofessional.co.ukOr discover more from Nestle Professional  on Facebook https://www.facebook.com/NestleProfessionalUK/YouTube https://www.youtube.com/c/nestleprofessionalukTwitter  https://twitter.com/nestleproukInstagram https://www.instagram.com/nestleprouk/,No
Catering Dry Goods,189106,5000243600208	,NESCAFE GRANULES,3 x 1kgm,NA,£68.25,0.0%,In Stock,Nescafé,Find out more about our products at https://www.nestleprofessional.co.uk/Or follow us on Facebook https://www.facebook.com/NestleProfessionalUK/YouTube https://www.youtube.com/c/nestleprofessionalukTwitter https://twitter.com/nestleproukInstagram https://www.instagram.com/nestleprouk/,No
Catering Dry Goods,124154,7613033694134	,NESCAFE ORIGINAL STICK PACK,1 x 360grm,NA,£14.99,0.0%,In Stock,Nescafé,Find out more about our products at https://www.nestleprofessional.co.uk/Or follow us on Facebook https://www.facebook.com/NestleProfessionalUK/YouTube https://www.youtube.com/c/nestleprofessionalukTwitter https://twitter.com/nestleprouk Instagramhttps://www.instagram.com/nestleprouk/,No
Catering Dry Goods,124151,7613033694141	,NESCAFE GOLD BLEND DECAFSTICK,1 x 360grm,NA,£17.35,0.0%,In Stock,Nescafé,https://www.nestleprofessional.co.uk/sachets/nescafe-gold-blend-decaff-200-1-8g,No
Catering Dry Goods,189107,5000243600208	,NESCAFE GRANULES,1 x 1kgm,NA,£22.75,0.0%,In Stock,Nescafé,Find out more about our products at https://www.nestleprofessional.co.uk/Or follow us on Facebook https://www.facebook.com/NestleProfessionalUK/YouTube https://www.youtube.com/c/nestleprofessionalukTwitter https://twitter.com/nestleproukInstagram https://www.instagram.com/nestleprouk/,No
Catering Dry Goods,556527,5018010001745	,DAVINCI CARAMEL SYRUP,6 x 1ltr,NA,£30.55,0.0%,In Stock,Kerry Ingredients (U.K.) Ltd,"For full range visit davincigourmet.comWant more inspiration & recipes?Follow us on: Facebook, Twitter and Instagram",No
Catering Dry Goods,615429,5000184522737	,* KNORR CHICKEN BOUILLON40LTR,NA,NA,NA,0.0%,Out of Stock,Knorr,Find out more at www.ufs.com/knorrprofessionalExplore  more at ufs.com/knorrprofessional,No
Catering Dry Goods,556531,5018010001745	,DAVINCI CARAMEL SYRUP,1 x 1ltr,NA,£5.19,0.0%,In Stock,Kerry Ingredients (U.K.) Ltd,"For full range visit davincigourmet.comWant more inspiration & recipes?Follow us on: Facebook, Twitter and Instagram",No
Catering Dry Goods,714370,5099839247361	,M/E BLACKCURRANT JAM PORTIONS,NA,NA,NA,0.0%,Out of Stock,Musgrave Foodservice Ltd,Musgrave Excellence Blackcurrant Jam Portions 2kg,No
Catering Dry Goods,124152,7613033694165	,NESCAFE GOLD BLEND STICKPACK,1 x 360grm,NA,£17.05,0.0%,In Stock,Nescafé,https://www.nestleprofessional.co.uk/sachets/nescafe-gold-blend-200-1-8g,No
Catering Dry Goods,124153,7613033694158	,NESCAFE DECAF STICK,1 x 360grm,NA,£15.69,0.0%,In Stock,Nescafé,Join us at facebook.com/NescafeUKFollow us on Twitter  @nescafeukiCheck out our YouTube Channel at Youtube.com/user/UKNescafeVisit nescafe.co.uk/original,No
Catering Dry Goods,514298,5000184522737	,* KNORR CHICKEN BOUILLON40LTR,NA,NA,NA,0.0%,Out of Stock,Knorr,Find out more at www.ufs.com/knorrprofessionalExplore  more at ufs.com/knorrprofessional,No
Catering Dry Goods,701961,5000354770210	,BIRDS ANGEL DELIGHT STRAWBERRY,NA,NA,NA,0.0%,Out of Stock,Angel Delight,For recipes visit www.premierfoodservice.co.uk,No
Catering Dry Goods,701960,5000354770210	,BIRDS ANGEL DELIGHT STRAWBERRY,NA,NA,NA,0.0%,Out of Stock,Angel Delight,For recipes visit www.premierfoodservice.co.uk,No
Catering Dry Goods,276574,5011546445557	,MAGGI SAUCE BECHAMEL,1 x 2kgm,NA,£13.49,0.0%,In Stock,Nestle UK Ltd,Maggi Béchamel Sauce 2kg,No
Catering Dry Goods,276573,5011546445557	,MAGGI SAUCE BECHAMEL,2 x 2kgm,NA,£26.98,0.0%,In Stock,Nestle UK Ltd,Maggi Béchamel Sauce 2kg,No
Catering Dry Goods,547242,5011515374734	,CHEFS PASS CHICKEN BOUILLION,1 x 1kgm,NA,£10.09,0.0%,In Stock,Kerry Ingredients (U.K.) Ltd,For recipe hints download our Chef's Pass app in the app store or follow us at: Twitter and Facebook @mychefspass,No
Catering Dry Goods,547240,5011515374734	,CHEFS PASS CHICKEN BOUILLION,2X1KGM,NA,£17.55,0.0%,In Stock,Kerry Ingredients (U.K.) Ltd,For recipe hints download our Chef's Pass app in the app store or follow us at: Twitter and Facebook @mychefspass,No
Catering Dry Goods,517368,5000243820200	,NESCAFE GOLD BLEND,6 x 750grm,NA,£125.94,0.0%,In Stock,Nescafé,Find out more about Nescafe Gold Blend at https://www.nestleprofessional.co.uk/news/latest-news/nescafe-gold-blend-new-recipeOr discover more from Nestle Professional on Facebook https://www.facebook.com/NestleProfessionalUK/YouTube https://www.youtube.com/c/nestleprofessionalukTwitter https://twitter.com/nestleproukInstagram https://www.instagram.com/nestleprouk/,No
Catering Dry Goods,696258,8711200307401	,KNORR 100% LEEK & POTATOSOUP,4X2.4LTR,NA,£25.65,0.0%,In Stock,Unilever UK Foodservice,Knorr Professional 100% Soup Leek & Potato 4x2.5KG,No
Catering Dry Goods,514868,5000118202612	,KNORR VEGETABLE BOUILLON40LTR,2X1KGM,NA,£29.99,0.0%,In Stock,Knorr,Find out more at www.ufs.com/knorrprofessionalExplore  more at ufs.com/knorrprofessional,No
Catering Dry Goods,556526,5018010001783	,DAVINCI HAZELNUT SYRUP,1 x 1ltr,NA,£5.15,0.0%,In Stock,Kerry Ingredients (U.K.) Ltd,"For full range visit davincigourmet.comWant more inspiration & recipes?Follow us on: Facebook, Twitter and Instagram",No
Catering Dry Goods,563179,5000243820200	,NESCAFE GOLD BLEND,1 x 750grm,NA,£20.99,0.0%,In Stock,Nescafé,Find out more about Nescafe Gold Blend at https://www.nestleprofessional.co.uk/news/latest-news/nescafe-gold-blend-new-recipeOr discover more from Nestle Professional on Facebook https://www.facebook.com/NestleProfessionalUK/YouTube https://www.youtube.com/c/nestleprofessionalukTwitter https://twitter.com/nestleproukInstagram https://www.instagram.com/nestleprouk/,No
"Health, Beauty & Baby",746099,8712561737074	,RADOX LHW REFRESHING ANTIBACTERIAL,6 x 250mls,£1.29,£4.29,20.0%,In Stock,Unilever Ireland Personal Care,Radox Protect & Refresh Antibacterial Handwash 250 ml,No
"Health, Beauty & Baby",410176,8712561228985	,IMPULSE BODY SPRAY SURPRISED,6 x 75mls,£1.29,£4.99,20.0%,In Stock,Impulse,Impulse Be Surprised Body Spray Deodorant 75 ml,No
"Health, Beauty & Baby",130080,5000228016420	,VASELINE ACTIVE FRESH,6 x 150mls,£1.29,£4.49,20.0%,In Stock,Unilever Ireland Personal Care,Vaseline  Active Fresh Anti-perspirant Deodorant Aerosol 150ml,No
"Health, Beauty & Baby",370590,8717644011843	,VASELINE ALOE VERA DEODORANT,6 x 150mls,£1.29,£4.49,20.0%,In Stock,Unilever Ireland Personal Care,Vaseline  Aloe Sensitive Anti-perspirant Deodorant Aerosol 150ml,No
"Health, Beauty & Baby",735919,5000231037559	,RADOX BATH MUSCLE SOAK,6 x 500mls,£1.29,£4.29,20.0%,In Stock,Unilever Ireland Personal Care,Radox Muscle Soak Bath Soak 500 ml,No
Retail Grocery,392887,5000157062680	,HEINZ CHICKEN SOUP,24 x 400grm,£0.99,£18.19,0.0%,In Stock,Heinz,"Nothing says home like a deliciously warming bowlful of Heinz soup.Prepared to a time-honoured recipe and finished off with tender pieces of chicken, this is one rich and creamy blend that will never get old. With absolutely no artificial colours, flavours or preservatives, our chicken soup tastes perfect with a fresh, warm brown roll or croutons. Love our Heinz Cream of Chicken Soup as much as we do? Try the rest of our Classics range, including: Cream of Tomato, Vegetable and our new Cream of Tomato with a kick of chilli.",No
Retail Grocery,755068,5000354914041	,BATCH CAS CREAM VEG 1.59,9X122GRM,£1.59,£5.99,0.0%,In Stock,Premier Foods UK Ltd,Batchelors Cup a Soup Cream of Vegetable with Croutons 4 Sachets 122g,No
